train_acc,train_loss,val_acc,val_loss
0.009452631578947369,4.6086082,0.0104,4.6067023
0.008947368421052631,4.606452,0.0076,4.6063476
0.00863157894736842,4.6061378,0.0076,4.6066437
0.009221052631578948,4.6061087,0.007599999999999999,4.606825
0.00934736842105263,4.605965,0.006400000000000001,4.6067667
0.008926315789473685,4.605924,0.0068,4.607088
0.008842105263157896,4.6059375,0.0076,4.606904
0.009431578947368423,4.605829,0.006400000000000001,4.606731
0.008821052631578948,4.605825,0.006400000000000001,4.6069427
0.00928421052631579,4.605817,0.0064,4.606738
0.009642105263157895,4.6057525,0.0072,4.606751
0.009136842105263157,4.6058307,0.007200000000000001,4.6067824
0.009642105263157895,4.6057415,0.0076,4.606796
0.009178947368421052,4.605739,0.0076,4.6069922
0.008673684210526316,4.6057405,0.0064,4.606836
0.009094736842105263,4.6057262,0.0064,4.606779
0.00922105263157895,4.6057115,0.006400000000000001,4.606952
0.009052631578947368,4.605712,0.0072,4.6067066
0.009052631578947368,4.6056886,0.0064,4.6069446
0.009073684210526317,4.6056976,0.0072,4.6068287
0.00976842105263158,4.605663,0.0064,4.6068983
0.009410526315789475,4.6056795,0.007200000000000001,4.6068945
0.009010526315789474,4.605619,0.0064,4.6069093
0.009347368421052632,4.605634,0.0064,4.6067567
0.009621052631578949,4.605627,0.0072,4.606747
0.009305263157894737,4.6056247,0.008,4.6069555
0.009389473684210527,4.6056128,0.0076,4.606781
0.008884210526315791,4.6055655,0.0076,4.6067595
0.009705263157894738,4.605561,0.0064,4.6068068
0.009073684210526317,4.6055655,0.0064,4.6067824
0.008926315789473685,4.6055584,0.0064,4.606737
0.00911578947368421,4.6055408,0.0064,4.6068535
0.010042105263157894,4.605527,0.0064,4.606798
0.009621052631578949,4.6055055,0.0064,4.6068525
0.00863157894736842,4.605519,0.0064,4.6068807
0.009136842105263157,4.605487,0.0064,4.6068015
0.009578947368421055,4.6054835,0.0064,4.6067686
0.009305263157894737,4.605474,0.0064,4.606815
0.009578947368421051,4.6055236,0.0064,4.6068683
0.00934736842105263,4.60548,0.006400000000000001,4.606789
0.00873684210526316,4.6054535,0.006400000000000001,4.6067877
0.008926315789473685,4.6054387,0.0064,4.606776
0.008989473684210528,4.605445,0.006400000000000001,4.6068115
0.00976842105263158,4.6054215,0.0064,4.606868
0.008526315789473684,4.6054235,0.0064,4.6068854
0.009136842105263157,4.605409,0.0064,4.606896
0.009978947368421053,4.6053987,0.0064,4.606857
0.009663157894736842,4.6053963,0.006400000000000001,4.606856
0.009557894736842104,4.605378,0.0064,4.606849
0.009557894736842105,4.6053843,0.0064,4.606863
0.009894736842105263,4.605367,0.0064,4.60686
0.00934736842105263,4.605362,0.0064,4.606928
0.00911578947368421,4.6053853,0.0064,4.606888
0.009915789473684211,4.6053443,0.0064,4.606865
0.009831578947368422,4.605339,0.006400000000000001,4.6069126
0.009536842105263156,4.605344,0.0068000000000000005,4.6068463
0.009242105263157895,4.605333,0.0064,4.60685
0.009157894736842104,4.605327,0.0064,4.606847
0.009852631578947368,4.6053114,0.006400000000000001,4.606853
0.009157894736842104,4.6053042,0.006400000000000001,4.6068487
0.009557894736842105,4.6052966,0.006400000000000001,4.6068544
0.009536842105263158,4.6052957,0.006400000000000001,4.6068697
0.009894736842105263,4.605289,0.0064,4.606845
0.009515789473684212,4.6052794,0.0064,4.6068707
0.009705263157894736,4.605278,0.0064,4.60686
0.009957894736842107,4.605265,0.0064,4.6068797
0.010147368421052632,4.6052585,0.0064,4.606844
0.00936842105263158,4.6052594,0.0064,4.6068683
0.009536842105263158,4.605249,0.0064,4.606867
0.009515789473684212,4.605243,0.006400000000000001,4.6068916
0.009894736842105265,4.605233,0.0064,4.6068697
0.009789473684210527,4.6052275,0.0064,4.6068754
0.009642105263157895,4.605224,0.0064,4.606867
0.009494736842105262,4.605216,0.0063999999999999994,4.606861
0.010042105263157896,4.60521,0.006400000000000001,4.606863
0.01002105263157895,4.6052065,0.0064,4.606862
0.009684210526315788,4.6052012,0.0064,4.60686
0.00991578947368421,4.605197,0.0064,4.606858
0.01,4.605191,0.006400000000000001,4.6068597
0.009747368421052631,4.6051855,0.0064,4.6068635
0.009957894736842107,4.6051807,0.0064,4.6068554
0.00985263157894737,4.6051784,0.0064,4.6068525
0.009705263157894736,4.605176,0.006400000000000001,4.6068516
0.010189473684210526,4.605171,0.006400000000000001,4.606856
0.009621052631578949,4.6051664,0.0064,4.606857
0.009789473684210527,4.6051636,0.0064,4.6068573
0.009894736842105262,4.6051598,0.0064,4.6068535
0.00976842105263158,4.605157,0.0063999999999999994,4.6068587
0.009957894736842107,4.605153,0.0064,4.606859
0.009663157894736842,4.605151,0.0064,4.606857
0.009894736842105263,4.6051493,0.006400000000000001,4.6068583
0.010042105263157894,4.605146,0.006400000000000001,4.6068587
0.009936842105263157,4.605145,0.0064,4.60686
0.009978947368421053,4.605143,0.0064,4.6068606
0.009705263157894738,4.605141,0.0064,4.606858
0.010021052631578946,4.6051397,0.0063999999999999994,4.606861
0.010189473684210528,4.605139,0.006400000000000001,4.6068606
0.010189473684210526,4.6051373,0.0064,4.606861
0.010021052631578946,4.6051373,0.0064,4.60686
0.009936842105263159,4.605137,0.0064,4.60686
