train_acc,train_loss,val_acc,val_loss
0.031242105263157897,4.3554215,0.0424,4.1829777
0.0548,4.0855336,0.05080000000000001,4.2715774
0.07298947368421053,3.9574687,0.0704,3.946797
0.08755789473684211,3.873928,0.098,3.8195202
0.10286315789473685,3.790717,0.09759999999999999,3.79898
0.11698947368421055,3.70197,0.1024,3.7880018
0.13143157894736843,3.6202044,0.1456,3.5204372
0.14637894736842105,3.5369768,0.16080000000000003,3.488775
0.15867368421052633,3.4607253,0.16200000000000003,3.4560916
0.17475789473684208,3.3836365,0.18279999999999996,3.332248
0.18614736842105264,3.3162503,0.1776,3.3761506
0.19776842105263157,3.2610877,0.196,3.237829
0.2046736842105263,3.2061236,0.2,3.313832
0.21589473684210528,3.153055,0.22240000000000001,3.0941815
0.22553684210526317,3.1026783,0.2096,3.2191458
0.23572631578947367,3.048733,0.2384,3.0488172
0.2456421052631579,2.9998431,0.2516,2.989985
0.2554105263157895,2.9396992,0.25720000000000004,2.9518151
0.2672210526315789,2.8840258,0.2728,2.8877022
0.27090526315789476,2.8463137,0.27,2.9116454
0.284778947368421,2.797367,0.2716,2.844111
0.29574736842105265,2.7449512,0.30079999999999996,2.7754252
0.30197894736842107,2.7082806,0.27240000000000003,2.8689847
0.30913684210526315,2.6694229,0.29279999999999995,2.6985824
0.31507368421052623,2.6263769,0.30560000000000004,2.6778197
0.3223578947368421,2.5903797,0.2912,2.818523
0.33141052631578943,2.556654,0.3016,2.6458085
0.3415368421052632,2.5138907,0.3116,2.633154
0.3464,2.4860783,0.3324,2.546967
0.3490105263157895,2.464149,0.3204,2.6482053
0.3568631578947369,2.4248817,0.3363999999999999,2.53613
0.3649263157894737,2.397625,0.3356,2.5084667
0.37284210526315786,2.3654497,0.3459999999999999,2.4499953
0.37696842105263156,2.3381605,0.3488,2.4329598
0.3808421052631579,2.3138032,0.35240000000000005,2.4098547
0.38722105263157897,2.29001,0.3276,2.6381059
0.39130526315789477,2.2673314,0.338,2.572198
0.3998736842105263,2.244995,0.3636,2.4045908
0.4012842105263158,2.2194157,0.3416,2.4540794
0.4050526315789474,2.2055347,0.3631999999999999,2.3733587
0.41538947368421053,2.1823258,0.3724,2.3286834
0.41433684210526317,2.1563807,0.36200000000000004,2.3861017
0.4228,2.1360023,0.3768,2.2908812
0.42465263157894734,2.1207747,0.38720000000000004,2.3135977
0.4317263157894737,2.0961416,0.3592,2.382877
0.4321473684210526,2.08477,0.39160000000000006,2.250955
0.436021052631579,2.0641086,0.39640000000000003,2.2332468
0.4405684210526316,2.0462577,0.38880000000000003,2.2828796
0.4438315789473684,2.0344875,0.37879999999999997,2.2842367
0.44909473684210527,2.0215318,0.414,2.1900923
0.4526105263157895,2.0041735,0.40240000000000004,2.227034
0.45498947368421055,1.9824774,0.40759999999999996,2.2365558
0.46031578947368423,1.9664277,0.40879999999999994,2.1880589
0.4645473684210527,1.9467156,0.40319999999999995,2.1718497
0.46762105263157894,1.9407638,0.3972,2.2789795
0.4688210526315789,1.9298667,0.41159999999999997,2.1577294
0.4693052631578947,1.9118134,0.41200000000000003,2.118355
0.47307368421052637,1.9054731,0.40879999999999994,2.1834075
0.4781052631578947,1.8864124,0.4268,2.1308796
0.4837263157894737,1.8712075,0.4200000000000001,2.115801
0.483621052631579,1.860295,0.4204,2.1176298
0.48993684210526317,1.8486333,0.41400000000000003,2.1180947
0.48934736842105264,1.840334,0.42879999999999996,2.1742857
0.48858947368421063,1.8335359,0.43520000000000003,2.081169
0.4948,1.8110001,0.4292,2.1178274
0.49749473684210527,1.805511,0.42560000000000003,2.087464
0.4981894736842106,1.7959619,0.42199999999999993,2.1034472
0.5017263157894737,1.7813383,0.43560000000000004,2.1067514
0.5033263157894737,1.7765738,0.4268,2.1233387
0.5087368421052632,1.7609272,0.4388,2.077868
0.5075578947368422,1.7555939,0.42840000000000006,2.085321
0.5097473684210527,1.7483162,0.4404,2.0669744
0.5123578947368421,1.7372528,0.434,2.0496907
0.5155578947368421,1.725663,0.436,2.0581913
0.5192631578947369,1.7152954,0.4496,2.0372446
0.5197894736842105,1.7074966,0.44239999999999996,2.0437546
0.5201052631578947,1.7066553,0.42919999999999997,2.0761514
0.5222526315789473,1.6983202,0.4428,2.0453503
0.5236421052631579,1.6852453,0.4504000000000001,2.0456078
0.5265263157894737,1.6851635,0.4424,2.0598533
0.5269263157894737,1.6756854,0.44199999999999995,2.0503397
0.5274105263157894,1.6722807,0.442,2.0355363
0.5289052631578948,1.6647074,0.44520000000000004,2.0259073
0.5316421052631579,1.6593041,0.44520000000000004,2.0255527
0.5312842105263158,1.6545533,0.43920000000000003,2.0234659
0.5349684210526316,1.6475263,0.4456,2.024778
0.5315157894736843,1.6505556,0.4404,2.0235462
0.5348631578947368,1.6474861,0.4452,2.0211463
0.5368842105263157,1.6412202,0.4488000000000001,2.0275316
0.5372,1.6322184,0.44799999999999995,2.026986
0.5362315789473684,1.6414123,0.4527999999999999,2.0188198
0.5394526315789474,1.6299624,0.44799999999999995,2.0143204
0.5399789473684211,1.6282172,0.44400000000000006,2.021096
0.5410105263157894,1.6260667,0.44880000000000003,2.0225368
0.5384842105263159,1.6272846,0.4436,2.0233018
0.5409263157894737,1.6196494,0.452,2.0152366
0.5403578947368421,1.6237458,0.44599999999999995,2.0090384
0.5445894736842105,1.6125673,0.4456,2.0114067
0.5456210526315789,1.6131904,0.45199999999999996,2.0196676
0.5409052631578948,1.6236615,0.44960000000000006,2.0112445
