train_acc,train_loss,val_acc,val_loss
0.048652631578947364,4.1560245,0.07600000000000001,3.9544516
0.1054105263157895,3.7550607,0.134,3.5775602
0.16829473684210525,3.401193,0.192,3.311858
0.2267157894736842,3.1012135,0.25120000000000003,2.98233
0.2742526315789473,2.8472333,0.2568,3.0740702
0.31265263157894735,2.6607454,0.2964,2.7746153
0.3405684210526315,2.5283818,0.3428,2.568641
0.3617263157894737,2.412533,0.34639999999999993,2.4951823
0.3845263157894737,2.321143,0.3739999999999999,2.4256966
0.4032,2.2310085,0.3728,2.383283
0.41827368421052635,2.1547747,0.39399999999999996,2.3008485
0.4357684210526316,2.0812144,0.37239999999999995,2.4226525
0.44728421052631573,2.021939,0.4256,2.1455305
0.46355789473684217,1.9501591,0.4312,2.1176214
0.4761263157894737,1.8993336,0.42560000000000003,2.2244134
0.48873684210526314,1.8477421,0.4396000000000001,2.1309178
0.5004631578947368,1.7958242,0.47279999999999994,1.9591019
0.5131578947368421,1.7462621,0.466,1.9992888
0.5211368421052631,1.7023015,0.47440000000000004,1.9652016
0.5310736842105264,1.6645993,0.45199999999999996,2.0246868
0.5418736842105263,1.6269381,0.472,1.9741113
0.5470947368421053,1.5878946,0.5032,1.8547586
0.5561473684210525,1.5609887,0.494,1.862555
0.5612842105263158,1.5319945,0.49160000000000004,1.9083502
0.5712210526315791,1.499954,0.48279999999999995,1.9080273
0.5765052631578949,1.4730734,0.5224,1.7790616
0.5819157894736842,1.4536033,0.5284,1.7914752
0.5863368421052632,1.4309871,0.5219999999999999,1.7594377
0.5965684210526316,1.3948137,0.5388000000000001,1.7263286
0.5992842105263158,1.3821679,0.5092,1.8213162
0.6022947368421053,1.3533187,0.532,1.7894337
0.6106947368421054,1.335247,0.5488000000000001,1.6840909
0.6178947368421053,1.3121734,0.5312,1.7442607
0.6220842105263158,1.2900527,0.5288,1.7424563
0.6279157894736842,1.2696772,0.5428000000000001,1.706481
0.630821052631579,1.2556895,0.5471999999999999,1.6685112
0.6353894736842105,1.2366432,0.5584,1.6492171
0.6406526315789474,1.2157798,0.5404000000000001,1.7854809
0.6413263157894736,1.207712,0.5532,1.6806356
0.6481894736842105,1.1906047,0.56,1.6757483
0.6539368421052631,1.1655953,0.5452,1.7156265
0.6597894736842106,1.1510036,0.5552000000000001,1.7224469
0.6585684210526316,1.1463758,0.562,1.6604362
0.6622526315789473,1.1204811,0.5632,1.648939
0.6712842105263158,1.1056209,0.5496,1.7060094
0.6733263157894737,1.0920068,0.5672,1.6573906
0.6787368421052631,1.0735216,0.5656,1.6618698
0.6828421052631579,1.0614932,0.5576000000000001,1.6655896
0.686021052631579,1.0460297,0.5664,1.7323385
0.6866526315789474,1.0391029,0.5744,1.64708
0.6922526315789473,1.0207253,0.5604,1.7041484
0.6961684210526314,1.0077509,0.5836000000000001,1.6174735
0.695221052631579,0.9970384,0.5728,1.6598282
0.7050947368421052,0.9781924,0.5740000000000001,1.651169
0.7065263157894738,0.96538234,0.5808,1.6330636
0.7105894736842104,0.9568598,0.5823999999999999,1.6469754
0.7133473684210526,0.9416476,0.5912000000000001,1.6453907
0.7150736842105262,0.93242925,0.5832,1.6081122
0.7181894736842105,0.9194444,0.5780000000000001,1.698202
0.7210947368421052,0.9128229,0.5871999999999999,1.6433842
0.7261263157894736,0.8946233,0.5952000000000001,1.617346
0.7298526315789474,0.8795122,0.5823999999999999,1.6578751
0.7293473684210527,0.8753854,0.5916,1.6619544
0.7346736842105264,0.8614404,0.5968,1.6817687
0.7373473684210526,0.8492888,0.5819999999999999,1.6783855
0.7406526315789475,0.836584,0.5992000000000001,1.6324452
0.7431157894736843,0.8289984,0.5871999999999999,1.674552
0.7489473684210526,0.81456196,0.5920000000000001,1.6782248
0.7518315789473684,0.8080984,0.5871999999999999,1.6938887
0.7524210526315789,0.7998234,0.6036,1.662388
0.753978947368421,0.79054284,0.5896,1.6649688
0.7574736842105263,0.7786009,0.5932,1.6726986
0.7617894736842106,0.7728769,0.5956000000000001,1.7030559
0.7613684210526316,0.7661204,0.5984,1.7016807
0.7656631578947369,0.7569091,0.5988,1.6933991
0.7667578947368421,0.7473637,0.5988,1.6605246
0.7675578947368422,0.74241877,0.5876,1.7344829
0.7681263157894738,0.7397642,0.5972,1.6941844
0.7732210526315789,0.72185427,0.6004,1.7099204
0.7755368421052632,0.71771234,0.5980000000000001,1.705584
0.7765684210526316,0.7138961,0.6100000000000001,1.6970066
0.7818526315789474,0.7050469,0.6048,1.7253287
0.7787368421052631,0.7059988,0.6023999999999999,1.7213742
0.7845263157894736,0.6903189,0.6012,1.7186605
0.7856421052631579,0.68925047,0.6080000000000001,1.721267
0.7854526315789474,0.6805234,0.6024,1.7375789
0.7842526315789473,0.686008,0.5932,1.7390026
0.7846105263157894,0.6833971,0.6016,1.7333087
0.7907157894736843,0.6719667,0.602,1.7290877
0.7867368421052633,0.6736639,0.604,1.7278168
0.7881684210526315,0.67152435,0.6016,1.7377545
0.7884842105263158,0.671145,0.6028,1.7387247
0.7905473684210527,0.66626304,0.6032,1.7559646
0.7901894736842104,0.6612924,0.6,1.7409194
0.7926105263157895,0.6607824,0.6048,1.7456887
0.7920631578947369,0.66258675,0.6000000000000001,1.7360351
0.7904,0.66317934,0.6044,1.7400416
0.7933894736842105,0.6583277,0.6004,1.7362767
0.7954315789473684,0.65230346,0.5980000000000001,1.7526157
0.7928631578947368,0.6611334,0.604,1.7422687
